"Data Source","World Development Indicators",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Isle of Man","IMN","Rural population","SP.RUR.TOTL","21739","21560","21504","21557","21699","21909","22222","22770","23351","23930","24481","25048","25856","26653","27464","28310","29104","29567","30016","30388","30642","30753","30753","30718","30775","31004","31451","32068","32772","33421","33922","34228","34377","34454","34560","34779","35133","35596","36117","36621","37068","37427","37709","37968","38259","38623","39080","39605","40119","40521","40736","40735","40537","40228","39939","39748","39692","39744","39863","39979","",
"India","IND","Rural population","SP.RUR.TOTL","369791513","376759490","383620708","390697755","397946824","405363008","412918730","420634582","428580857","436846178","445484289","454345523","463004515","471932258","481008846","490182587","499411013","508709219","518120024","527709530","537508716","547863289","559086828","570472817","581926870","593384033","604809630","616212414","627574092","638892238","650181519","661520801","673032681","684507515","695972404","707451705","718924356","730376770","741776254","753080050","764252792","774881561","784520682","793938751","803128389","812106165","820863650","829358847","837515188","845260298","852518004","859248426","865365062","870936942","876035725","880723750","885010817","888869466","892321651","895386226","",
"Not classified","INX","Rural population","SP.RUR.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Rural population","SP.RUR.TOTL","1550525","1542320","1542726","1545765","1547278","1547038","1541550","1515224","1488213","1462952","1440890","1428135","1439133","1451878","1465401","1478867","1490313","1499473","1509580","1518390","1524395","1531958","1540933","1546244","1550204","1547026","1542349","1538049","1527078","1516615","1513504","1517141","1519699","1519482","1517620","1517554","1521461","1527757","1534680","1542842","1554223","1569733","1586580","1601606","1619883","1644123","1677897","1718227","1744592","1753285","1753744","1752249","1750490","1750530","1754105","1761447","1771980","1781281","1792632","1808321","",
"Iran, Islamic Rep.","IRN","Rural population","SP.RUR.TOTL","14516617","14749597","14984588","15222143","15461987","15704601","15950660","16170435","16371736","16569829","16762732","16951113","17138709","17331920","17535960","17756883","17991671","18282040","18624101","19009186","19443779","19925485","20442654","20982337","21528183","22066156","22594201","23182080","23748382","24234615","24615127","24879851","24891723","24774015","24611907","24432061","24240822","24084609","23933143","23770259","23596864","23417996","23234786","23044627","22844249","22632301","22408897","22211325","22027075","21844635","21667002","21494867","21336234","21189322","21047445","20911896","20782121","20657372","20533504","20404283","",
"Iraq","IRQ","Rural population","SP.RUR.TOTL","4162526","4153902","4145767","4139155","4134767","4133369","4163977","4210201","4258062","4304978","4348639","4388068","4423347","4455588","4485119","4512706","4538064","4560619","4606953","4660313","4707540","4749299","4785951","4816866","4840874","4858543","4869024","4874357","4971736","5117349","5276946","5452349","5642830","5847265","6063839","6290623","6527340","6773833","6990780","7195875","7402679","7613473","7827625","8037499","8233074","8408906","8558600","8687934","8820303","8987475","9189378","9442499","9748139","10081401","10406862","10699780","10948776","11161438","11348289","11526415","",
"Iceland","ISL","Rural population","SP.RUR.TOTL","34588","34368","34110","33824","33533","33227","32905","32553","32123","31557","30870","30360","30053","29760","29419","29059","28616","28111","27620","27190","26783","26461","26192","25921","25582","25179","24765","24446","24240","23960","23571","23377","23203","22978","22718","22387","22059","21799","21592","21450","21369","21281","21098","20877","20696","20662","20782","20943","20965","20667","20437","20458","20526","20614","20733","20841","21015","21384","21823","22203","",
"Israel","ISR","Rural population","SP.RUR.TOTL","489438","481028","487171","487647","489258","488508","482947","485865","477855","472346","470041","466826","461151","465705","465216","461484","457418","453431","448778","446180","442751","437534","431841","426592","427587","430581","432651","434978","437537","440279","449271","471986","483355","491062","498490","506480","515524","524715","532971","542736","553243","562318","569619","575782","581761","587811","593922","600185","606484","616589","623153","629651","636004","642262","648712","655408","661802","667787","673494","678907","",
"Italy","ITA","Rural population","SP.RUR.TOTL","20400656","20287312","20171158","20063620","19972523","19884509","19781807","19667348","19532729","19385021","19229471","19060905","19012262","19031041","19045214","19047865","19031129","19000219","18956292","18899110","18826343","18737650","18723830","18741940","18757445","18774185","18786528","18799765","18820178","18845634","18872760","18897182","18889575","18867028","18836766","18802959","18774128","18749929","18721181","18690180","18664484","18640786","18611507","18626218","18678509","18702115","18689801","18715453","18770433","18787007","18774936","18737779","18645458","18685173","18679287","18483353","18276159","18073840","17861881","17645430","",
"Jamaica","JAM","Rural population","SP.RUR.TOTL","1078585","1081453","1085719","1090592","1094865","1097837","1099203","1099375","1098905","1098773","1100552","1107184","1114714","1122493","1129604","1135425","1139556","1142376","1144666","1147630","1151953","1158085","1165887","1180939","1194236","1204563","1211434","1215441","1217739","1219998","1223408","1228058","1233084","1238911","1245113","1251273","1257442","1263664","1269608","1274899","1279194","1282439","1285807","1288690","1290976","1292980","1294626","1295973","1297161","1298471","1300034","1301905","1303629","1305001","1305772","1305787","1304959","1303343","1300904","1297685","",
"Jordan","JOR","Rural population","SP.RUR.TOTL","458349","463501","472836","487666","508052","536784","575119","621142","670633","717604","757881","790468","816780","838220","857002","874914","892075","908446","925412","944741","950508","949861","951533","954282","956407","957132","955397","951878","948700","948583","952414","960619","971109","979803","981746","1000047","1030816","1055430","1075562","1094006","1113118","1133049","1154112","1178750","1209741","1182820","1140190","1102743","1069230","1038952","1010225","983026","955937","926596","892005","902935","906816","904867","898132","888646","",
"Japan","JPN","Rural population","SP.RUR.TOTL","33973610","33977251","33403202","32854120","32309971","31775063","31230278","30705009","29998947","29814645","29344944","28891218","28456270","27862766","27568041","27183510","27128192","27324843","27506581","27672073","27823311","27914341","27974100","28034213","28080611","28121192","28143622","28127325","28093091","28054443","27994720","27915684","27814873","27714241","27640124","27576510","27484192","27389665","27304928","27196540","27082249","25442515","23389981","21461733","19624090","17916330","16470152","15173239","13955025","12818785","11767072","11416765","11297719","11182024","11067921","10958283","10849141","10732418","10608200","10482515","",
"Kazakhstan","KAZ","Rural population","SP.RUR.TOTL","5543685","5718465","5884470","6036900","6170350","6270652","6345814","6397715","6432206","6457574","6487304","6525332","6561135","6592440","6615978","6664865","6704153","6735812","6763358","6779771","6785229","6794037","6804311","6815941","6828188","6891295","6955929","7020220","7075378","7091769","7149634","7209432","7219557","7186691","7097983","6971370","6863153","6752349","6633482","6564775","6534209","6512260","6501681","6512706","6547163","6594562","6653506","6718746","6789663","6959341","7046642","7136154","7225132","7317450","7413562","7509900","7604467","7695637","7780670.5","7861015","",
"Kenya","KEN","Rural population","SP.RUR.TOTL","7522280","7743923","7974792","8210837","8455548","8710102","8974468","9249313","9535969","9835974","10137915","10450616","10775749","11113273","11462420","11822714","12192845","12573050","12963342","13364761","13858905","14388090","14937534","15504982","16086997","16681047","17285830","17900890","18524239","19154242","19751187","20342469","20934030","21524481","22112357","22696972","23277817","23856688","24435739","25018950","25606167","26200343","26801918","27414268","28041395","28686449","29349304","30028062","30719409","31419530","32123625","32828861","33534260","34233688","34921779","35593713","36246743","36881645","37501479","38112450","",
"Kyrgyz Republic","KGZ","Rural population","SP.RUR.TOTL","1429786","1477366","1520350","1564609","1609094","1650746","1694347","1736857","1779165","1817529","1850944","1885643","1922312","1958604","1997464","2035164","2071277","2106520","2140347","2178193","2220107","2263929","2310954","2361437","2411445","2458943","2507933","2558171","2605832","2667850","2732336","2790196","2835536","2849225","2861083","2902740","2959121","3015793","3075814","3131739","3169363","3199678","3229232","3263368","3303149","3340718","3376879","3409340","3441997","3483856","3524464","3565079","3620962","3688170","3756020","3825700","3894285","3958480","4024399","4094256","",
"Cambodia","KHM","Rural population","SP.RUR.TOTL","5133824","5268462","5405513","5534493","5656390","5766800","5860681","5877093","5878686","5877497","5879223","5803319","5708936","5567337","5344525","7187578","7047778","6822855","6569189","6364240","6031215","5889781","6018082","6214595","6433009","6640120","6827151","7004523","7180395","7369295","7580251","7813508","8061547","8316888","8569428","8811454","9040808","9258073","9471235","9691029","9896066","10085225","10259307","10421591","10576653","10728321","10877455","11024271","11166629","11284749","11407692","11536729","11671090","11808443","11944814","12077540","12205949","12330451","12449295","12561921","",
"Kiribati","KIR","Rural population","SP.RUR.TOTL","34490","35085","35678","36254","36810","37317","37781","38202","38571","38770","38830","38804","38712","38560","38598","38797","39000","39210","39413","39732","40156","40551","40927","41341","41860","42524","43346","44306","45319","46271","47069","47699","48183","48580","48974","49425","49404","49113","48821","48505","48141","48528","49334","50181","51103","52117","52804","53219","53621","53950","54150","54212","54161","54024","53850","53669","53505","53355","53224","53117","",
"St. Kitts and Nevis","KNA","Rural population","SP.RUR.TOTL","37043","36721","36233","35597","34853","34029","33115","32126","31143","30250","29559","29222","29032","28947","28880","28765","28602","28393","28164","27922","27702","27600","27506","27402","27273","27111","26913","26681","26473","26337","26326","26459","26745","27111","27507","27889","28235","28567","28893","29237","29627","30061","30507","30965","31422","31850","32244","32611","32957","33308","33663","34028","34391","34747","35092","35419","35730","36029","36302","36554","",
"Korea, Rep.","KOR","Rural population","SP.RUR.TOTL","18081445","18414469","18702026","18972268","19204966","19418425","19619691","19593877","19475621","19318970","19117521","18986144","18866224","18712057","18532955","18334334","18024996","17668459","17289379","16897538","16499970","16106161","15706552","15288478","14828582","14332610","13732808","13084611","12445873","11822906","11212890","10836049","10578257","10321655","10065774","9812686","9714056","9693908","9653050","9610494","9579783","9502455","9386489","9266208","9134717","8988830","8947521","8942697","8960824","8956768","8951455","9027046","9110771","9188649","9283086","9369405","9443539","9500413","9568386","9602379","",
"Kuwait","KWT","Rural population","SP.RUR.TOTL","67545","72778","78737","85176","91812","97839","100887","103422","105245","106227","106747","108264","109113","109564","109844","108466","100496","92933","85685","78698","71431","62323","54064","46773","40461","36389","38167","40097","41796","42693","42452","40870","","","","30576","27250","25192","23713","22210","20451","1935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Latin America & Caribbean (excluding high income)","LAC","Rural population","SP.RUR.TOTL","105094607","106358901","107589733","108791848","109937380","111161452","112327915","113435698","114474338","115451128","116365379","117170696","117914513","118653042","119345555","119975398","120553183","121062085","121512243","121920138","122292927","122732306","123207920","123628400","123973799","124232437","124437470","124579979","124648001","124660100","124632053","124648743","124680173","124705531","124620825","124472958","124348472","124095592","123775476","123435446","123009828","122929499","122909115","122823217","122742904","122633579","122482724","122293293","122083902","121864889","121603993","121327452","121034779","120733709","120410646","120067675","119708533","119327689","118915898","118463629","",
"Lao PDR","LAO","Rural population","SP.RUR.TOTL","1952371","1996282","2041325","2087618","2135241","2184291","2234304","2279888","2326889","2376629","2429667","2487282","2548376","2609930","2666834","2713432","2747828","2772586","2793557","2819017","2854884","2902960","2961417","3028747","3102020","3178821","3258533","3341611","3427098","3513962","3601092","3688105","3774309","3858115","3937666","4004261","4048394","4084695","4113675","4136395","4153710","4165757","4172450","4175453","4176331","4188025","4223905","4261577","4299570","4336316","4370416","4401403","4429712","4456460","4482698","4509299","4536331","4563416","4589697","4613903","",
"Lebanon","LBN","Rural population","SP.RUR.TOTL","1040675","1043459","1044435","1042622","1036801","1026624","1011389","991985","970507","949779","931035","916666","904754","891712","874174","850564","820802","786792","750618","715011","681613","651196","623154","596784","571060","545728","520094","495013","472503","469956","473154","482900","497780","514284","527827","535608","536473","531971","525588","528997","537989","554031","575471","598311","617140","628366","630096","624474","617415","616693","627355","651125","684797","722175","754808","776997","787483","788202","781257","770719","",
"Liberia","LBR","Rural population","SP.RUR.TOTL","910229","921941","933680","945528","957538","969835","982401","995232","1008394","1022048","1036190","1050830","1065920","1081545","1097651","1114203","1130508","1146391","1162774","1180956","1201356","1224921","1249932","1271490","1270508","1236534","1188086","1129048","1062887","993941","925400","856858","900350","948638","1013489","1104935","1232250","1318863","1418701","1512163","1585707","1634319","1663087","1681274","1702470","1736141","1784590","1843745","1908991","1972985","2030782","2081317","2126432","2167288","2206040","2244165","2281744","2318339","2354022","2388948","",
"Libya","LBY","Rural population","SP.RUR.TOTL","1052666","1075660","1099697","1125052","1152067","1149771","1141767","1130351","1115210","1096467","1073782","1047407","1017299","983775","983374","984388","983151","979991","975206","969400","962814","955758","947623","937831","925439","951013","978477","1004417","1029199","1053274","1077088","1100752","1124026","1146653","1168083","1188008","1206264","1222487","1237197","1251239","1265159","1279054","1292671","1305765","1317961","1329042","1339087","1348091","1355221","1359475","1360263","1357131","1350682","1342697","1335455","1330517","1328297","1328188","1328901","1328855","",
"St. Lucia","LCA","Rural population","SP.RUR.TOTL","70448","71034","71736","72542","73422","74350","75333","76359","77390","78329","79148","79817","80350","80837","81360","82001","82784","83691","84658","85629","86552","87408","88216","89026","89934","90993","92220","93578","94992","96327","97513","98596","100127","101581","103060","104623","106320","108105","109918","111641","113199","114722","117426","120051","122765","125692","128885","132294","135786","139132","141966","143156","144055","144742","145343","145961","146615","147276","147916","148510","",
"Latin America & Caribbean","LCN","Rural population","SP.RUR.TOTL","111086071","112347416","113577964","114778058","115911806","117114688","118249953","119317088","120310914","121242987","122119269","122905881","123632742","124356267","125031758","125639764","126186279","126660632","127075077","127445404","127754788","128061341","128419614","128767187","129048239","129252074","129410061","129513538","129550731","129540539","129506260","129537448","129578794","129590602","129490435","129324180","129178666","128900705","128552073","128181289","127727675","127641958","127623146","127567019","127516392","127437178","127316134","127156792","126977417","126788549","126557881","126308168","126042352","125768267","125471859","125156762","124826435","124473204","124082234","123651338","",
"Least developed countries: UN classification","LDC","Rural population","SP.RUR.TOTL","217201141","221648032","226185257","230852048","235678565","240689826","245905541","251232801","256646596","262035089","267378313","272530645","277556016","282587860","287723910","294963433","300466769","306095035","311835621","317790214","323594204","329769115","336725562","343761255","350844734","358052669","365463045","373065564","380863656","389023941","397380267","406151517","415295757","424676447","434374441","444118896","453786247","463345981","472977069","482765911","492753594","502654567","512565273","522500780","532434279","542199358","551913368","561924852","571250553","580616500","590103650","599729467","609620345","619653220","629773960","639957356","650191716","660464809","670738441","680989312","",
"Low income","LIC","Rural population","SP.RUR.TOTL","124062154","126326958","128638448","131016669","133494360","136091396","138813757","141642268","144459596","147234168","150061506","153264668","156523634","159849350","163278583","166780899","170442336","174170785","177972888","181859564","185744175","189569776","193434346","197292544","201190329","205193524","209403089","213813995","218422934","223330730","228449358","233925375","239686917","245696663","252074559","258498211","264916263","271286650","277790077","284499568","291468129","298627586","306048912","313726597","321627297","329574331","337616988","346163293","354132150","362109842","370075263","378314126","386672637","395060163","403503798","411738644","420088981","428534984","437077170","445737361","",
"Liechtenstein","LIE","Rural population","SP.RUR.TOTL","13122","13461","13814","14195","14593","15018","15463","15938","16420","16892","17342","17738","18085","18424","18769","19143","19548","19973","20406","20804","21150","21466","21748","21994","22235","22480","22742","23010","23291","23594","23916","24254","24607","24984","25386","25790","26241","26739","27238","27718","28163","28532","28829","29100","29355","29597","29835","30065","30301","30540","30788","31063","31355","31640","31895","32111","32272","32389","32474","32555","",
"Sri Lanka","LKA","Rural population","SP.RUR.TOTL","8252001","8433914","8617878","8804836","9003960","9209759","9422398","9640410","9860219","10077339","10288499","10491839","10688354","10880452","11072127","11265877","11462832","11661588","11859346","12052331","12238116","12420477","12608682","12792947","12977443","13165389","13357303","13551173","13744584","13933279","14114441","14288112","14454800","14610702","14751884","14875635","14979993","15067267","15146671","15229986","15326278","15438591","15564707","15699502","15835620","15967669","16093973","16216506","16335508","16452578","16568833","16683868","16708467","16838942","16992664","17141717","17320519","17501735","17666251","17750912","",
"Lower middle income","LMC","Rural population","SP.RUR.TOTL","702506346","716179878","729946625","744067789","758500496","773186893","788228841","803616713","819264301","835197360","851448131","867705676","883644437","899851851","916328996","935115809","952355393","969950319","987833949","1006345135","1025210797","1044887577","1066368636","1088226457","1110228484","1132263561","1154312230","1176419194","1198529228","1220652646","1243295832","1266087627","1289052757","1311815128","1334296787","1356779468","1379150386","1401307485","1423211379","1444827702","1466025853","1485856135","1504276751","1522248324","1539818494","1557014123","1573977276","1590646059","1606960194","1622909399","1638583896","1653704134","1668192150","1682344321","1696041994","1709317539","1722155746","1734442534","1746129196","1757170343","",
"Low & middle income","LMY","Rural population","SP.RUR.TOTL","1721955031","1733087439","1754458930","1785270462","1815778523","1852609582","1892140891","1930935395","1970618829","2011830636","2054012926","2096746111","2137501514","2176738272","2214067462","2251697674","2286895330","2321212120","2352704917","2381818729","2410623284","2439778148","2471732819","2505094678","2537229913","2569517425","2602687792","2636759930","2670640713","2703987628","2737133732","2768350021","2797976809","2826252091","2853698864","2880151090","2905734100","2930341217","2953707593","2975650379","2996021371","3012691439","3025969074","3038037732","3049148819","3059392582","3069358008","3079236821","3087884086","3096032585","3103492628","3111963430","3120407730","3128541597","3136104990","3142823646","3149116247","3154843901","3159504534.5","3163249440","",
"Lesotho","LSO","Rural population","SP.RUR.TOTL","807865","819116","830338","841497","852601","863592","875256","890824","906938","923465","940356","957468","975051","993638","1013558","1035171","1059691","1090055","1121842","1154293","1186796","1219214","1251609","1283776","1315531","1346780","1375773","1398537","1420581","1442827","1465785","1489400","1513053","1536090","1557575","1576691","1594417","1612832","1627216","1635215","1635431","1627228","1611745","1591730","1570872","1551999","1535835","1523890","1514272","1506668","1500717","1496629","1497057","1499055","1501885","1504980","1508173","1511463","1514630","1517760","",
"Late-demographic dividend","LTE","Rural population","SP.RUR.TOTL","809187691","802550630","805953871","818343430","829980094","847455081","867120662","885688793","904713067","924817750","945420565","966503732","986069746","1003808282","1019271150","1032749616","1045236955","1056322490","1064160607","1068922357","1073058577","1077275352","1082736136","1089362572","1094751001","1100339859","1106719090","1113790446","1120571207","1126763718","1132168088","1135042085","1136133473","1136185121","1135496599","1134015778","1131721587","1128677283","1124625497","1119317749","1112478892","1102408019","1090113662","1077009196","1063238603","1049012224","1034761718","1020201956","1005309001","990262204","974669584","960066065","945785858","931577591","917288670","902826380","888398457","873958142","859029225.5","843696238","",
"Lithuania","LTU","Rural population","SP.RUR.TOTL","1682134","1681622","1676921","1668810","1660120","1650640","1640440","1629241","1616181","1599338","1583816","1566663","1543567","1518073","1491226","1463127","1434155","1404686","1374043","1346871","1325756","1306374","1288491","1271886","1255379","1239243","1224239","1210036","1195932","1192151","1198728","1202992","1203869","1200385","1194240","1187261","1180429","1173860","1167517","1161377","1155337","1148181","1142134","1136002","1126390","1108561","1088684","1073533","1060278","1048760","1029629","1007121","990028","976451","964514","951939","936019","918778","905487","895831","",
"Luxembourg","LUX","Rural population","SP.RUR.TOTL","95585","95285","94804","94141","93543","92959","91981","90646","89252","88081","86916","85893","84820","83663","82666","81492","79841","77959","76112","74338","72677","71423","71274","71088","70956","70888","71000","71258","71568","72060","72754","73027","72443","72114","70584","69903","71143","72233","72653","71252","68866","66922","65592","64389","63322","62340","61400","60436","59615","58848","58061","57505","57082","56651","56277","55941","55524","55298","54831","54408","",
"Latvia","LVA","Rural population","SP.RUR.TOTL","999681","997488","993516","989320","984866","978152","967696","957354","948617","938535","926845","916502","907433","898564","889963","880351","869146","857673","845721","834833","826475","820323","816982","814647","812604","810798","811634","815633","819593","821422","818919","816352","814314","799772","783926","776580","770339","763915","760337","759695","756030","749063","742721","736722","726462","716416","710606","706304","700357","689318","674553","661805","653077","645557","638967","633204","626640","620063","613959","607846","",
"Macao SAR, China","MAC","Rural population","SP.RUR.TOTL","7905","7964","7830","7788","7781","7769","7750","7721","7654","7521","7307","6945","6475","5993","5526","5096","4698","4334","4012","3743","3526","3273","2790","2390","2056","1766","1519","1307","1119","958","815","690","583","492","412","347","79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"St. Martin (French part)","MAF","Rural population","SP.RUR.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Rural population","SP.RUR.TOTL","8709245","8916600","9121244","9320869","9512860","9696148","9869814","10034753","10191735","10341971","10486780","10626111","10740275","10851552","10965231","11084519","11209578","11339823","11474363","11612190","11752128","11894618","12037687","12177611","12307618","12424234","12524742","12610167","12682529","12746270","12802883","12853251","12895813","12928778","12947970","13040382","13138043","13225053","13302424","13372097","13436570","13496559","13552139","13605715","13659056","13652010","13632304","13613227","13596781","13585188","13578402","13577914","13581975","13587424","13589406","13585013","13572801","13553627","13527860","13496743","",
"Monaco","MCO","Rural population","SP.RUR.TOTL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Moldova","MDA","Rural population","SP.RUR.TOTL","1564956","1585907","1604469","1620083","1633372","1643816","1651414","1656230","1658311","1659438","1661160","1664514","1667564","1669302","1669145","1665636","1659856","1650967","1640983","1632134","1626302","1621473","1617014","1612507","1607419","1600964","1593092","1584330","1573348","1571493","1580688","1586876","1590532","1591181","1589238","1585566","1585164","1591142","1602325","1611589","1620097","1628148","1636023","1643032","1650523","1652722","1649027","1646101","1643860","1642674","1641921","1641859","1642530","1642976","1642861","1630138","1610940","1582645","1552487","1522135","",
"Madagascar","MDG","Rural population","SP.RUR.TOTL","4556698","4650490","4747188","4846779","4949357","5055047","5164152","5279473","5398423","5521593","5649046","5776205","5907128","6041877","6180078","6321825","6471008","6623759","6779889","6939372","7101899","7267866","7437075","7608842","7782249","7956904","8132418","8309614","8489530","8674500","8865299","9062330","9265243","9474780","9729871","9999286","10279926","10571355","10871726","11178706","11490691","11806900","12127383","12452040","12780594","13053180","13324750","13595115","13863555","14130778","14396229","14659783","14921523","15182440","15443355","15705385","15968251","16231667","16495131","16758458","",
"Maldives","MDV","Rural population","SP.RUR.TOTL","79823","81957","84192","86484","88747","90949","93158","95294","97236","99412","101932","103981","106260","108628","110855","112811","114424","115766","117569","120158","123056","126300","129810","133492","137222","141222","146079","150955","155814","160637","165494","170530","175514","180379","184984","188983","191775","194243","196630","199308","201988","203681","205807","208089","210135","211740","213541","217190","221149","226101","232482","240286","249199","258977","269248","279641","290282","300919","310408","317308","",
"Middle East & North Africa","MEA","Rural population","SP.RUR.TOTL","68467236","69506873","70572514","71626736","72670599","73686271","74762542","75958865","77124992","78279082","79408841","80542061","81641738","82757149","83936040","85196281","86523060","87987449","89561351","91252147","93035213","94919273","96902038","98941151","100988173","103041578","105055143","107222911","109495202","111748078","114548211","116639312","118427323","120143674","121788532","123503333","125117918","126618525","127973008","129272548","130558935","131822749","133095825","134389828","135723419","136992955","138295825","139722085","141212665","142696519","144114778","145751585","147362588","148927241","150455315","151716461","152975206","154207324","155449644","156748307","",
"Mexico","MEX","Rural population","SP.RUR.TOTL","18601507","18863468","19121717","19377438","19631925","19886179","20137476","20385099","20626693","20862642","21101548","21347848","21585027","21809333","22014633","22198598","22358911","22497995","22615771","22716204","22809155","22994746","23167964","23325870","23467921","23592872","23699541","23789328","23863372","23923232","23991787","24100878","24199052","24285143","24355751","24411766","24525617","24666034","24795979","24916148","24999903","25029404","25050040","25067242","25086719","25114753","25151866","25196552","25241502","25281882","25311524","25324582","25325354","25311374","25283002","25242938","25188375","25121419","25041300","24948670","",
"Marshall Islands","MHL","Rural population","SP.RUR.TOTL","9445","9488","9583","9704","9823","9910","9969","10003","9816","9642","9485","9356","9230","9092","9544","10069","10576","11069","11579","12129","12751","13132","13460","13817","14193","14588","14994","15406","15771","16168","16519","16752","16877","16911","16874","16789","16647","16454","16259","16109","15947","15889","15911","15967","15996","15949","15818","15624","15384","15135","14899","14677","14464","14265","14075","13894","13725","13566","13417","13277","",
"Middle income","MIC","Rural population","SP.RUR.TOTL","1597892877","1606760481","1625820482","1654253793","1682284163","1716518186","1753327134","1789293127","1826159233","1864596468","1903951420","1943481443","1980977880","2016888922","2050788879","2084916775","2116452994","2147041335","2174732029","2199959165","2224879109","2250208372","2278298473","2307802134","2336039584","2364323901","2393284703","2422945935","2452217779","2480656898","2508684374","2534424646","2558289892","2580555428","2601624305","2621652879","2640817837","2659054567","2675917516","2691150811","2704553242","2714063853","2719920162","2724311135","2727521522","2729818251","2731741020","2733073528","2733751936","2733922743","2733417365","2733649304","2733735093","2733481434","2732601192","2731085002","2729027266","2726308917","2722427364.5","2717512079","",
"North Macedonia","MKD","Rural population","SP.RUR.TOTL","982222","976749","970128","963288","956439","949807","943498","937354","930456","921787","910665","900272","898064","894986","892413","891246","891764","893511","895469","896390","895348","892968","891004","887543","883037","877899","872191","865922","858969","851206","842628","832523","820043","807678","796764","801492","808112","816396","825648","834921","843473","851068","857886","864061","869905","874957","879245","882680","885327","887266","888576","889263","889347","888785","887542","885627","883006","879685","875613","870719","",
"Mali","MLI","Rural population","SP.RUR.TOTL","4681248","4717603","4753793","4790252","4827561","4866410","4906692","4948758","4993543","5042514","5096547","5156165","5220913","5289356","5359283","5429297","5498307","5565610","5632913","5703763","5779587","5862300","5950390","6038245","6118333","6186174","6239182","6282968","6334400","6397004","6479224","6584503","6709792","6849550","6994719","7139490","7282262","7426023","7568597","7700590","7842471","7994382","8154358","8322341","8497551","8679686","8868445","9062934","9258083","9448766","9631736","9805377","9971367","10133445","10296683","10464836","10638588","10816422","10997144","11178343","",
"Malta","MLT","Rural population","SP.RUR.TOTL","32234","32301","32364","32423","32491","32438","32264","32083","31769","31373","31176","31154","31104","31051","31003","31207","31339","31434","31738","32033","32345","32555","33232","33677","33654","34224","34530","34352","34222","34143","34068","34576","34516","34446","34350","34172","33504","32568","31621","30677","29771","28923","28094","27263","26456","25664","25194","24985","24853","24744","24572","24389","24315","24370","24566","24861","25136","25525","26112","26751","",
"Myanmar","MMR","Rural population","SP.RUR.TOTL","17557798","17865698","18178562","18498509","18828840","19171929","19528001","19895823","20272902","20656367","21043541","21433573","21825840","22249369","22764059","23288309","23819880","24358899","24904795","25458584","26019718","26588407","27160548","27718441","28224608","28717893","29197231","29662007","30105927","30520465","30900955","31242547","31549821","31837677","32127164","32432745","32759942","33103121","33449900","33784691","34093702","34376109","34636069","34871842","35082983","35270378","35431679","35569169","35696199","35831024","35984772","36165094","36366965","36578275","36779548","36951315","37088161","37195915","37284905","37371327","",
"Middle East & North Africa (excluding high income)","MNA","Rural population","SP.RUR.TOTL","64547083","65538671","66536532","67540564","68550573","69540569","70604988","71785283","72947406","74091021","75201258","76307972","77378752","78451101","79590340","80790811","82059184","83464588","84976742","86597081","88304212","90107175","92005062","93965188","95942677","97942306","99920856","101999160","104196566","106386859","109130455","111160880","112947939","114587236","116133234","117717204","119255720","120695800","121992513","123224777","124427932","125610900","126773269","127935066","129118327","130216958","131320168","132524032","133785111","135046360","136269340","137753819","139252236","140729664","142190654","143400432","144623748","145834583","147068532","148369906","",
"Montenegro","MNE","Rural population","SP.RUR.TOTL","390288","395358","400855","405629","408167","407556","403326","396175","387702","380103","374810","372314","372001","372962","373826","373677","372261","369941","367085","364260","361814","359882","358165","356180","353296","349163","343624","336948","329588","322174","315089","308622","302931","297354","291529","285272","278544","271535","264406","257441","250788","245634","240467","235306","232295","230563","228771","227018","225348","223773","222127","220302","218427","216571","214705","212741","210706","208638","206498","204372","",
"Mongolia","MNG","Rural population","SP.RUR.TOTL","614590","612074","609525","614422","627677","640870","653802","666595","679394","691466","702689","714236","725941","737623","748945","759712","769847","779495","788689","798649","809616","820350","830767","841232","852244","864078","876928","890300","902757","918965","938462","953993","966004","975524","984004","992630","1001684","1011046","1020733","1030735","1027701","1010855","994314","978173","962533","947561","933087","919146","905873","893583","882144","887541","903056","919378","936042","952604","968957","985106","1000359","1014541","",
